Competition,Country,Code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Source
Turkish Super Lig,Turkey,T1,13/03/2026,17:00,Karagumruk,Fenerbahce,2,0,H,football-data
Eredivisie,Netherlands,N1,13/03/2026,19:00,PEC Zwolle,FC Groningen,,,,fixturedownload
Eredivisie,Netherlands,N1,13/03/2026,19:00,Zwolle,Groningen,1,1,D,football-data
Bundesliga,Germany,D1,13/03/2026,19:30,Borussia Mönchengladbach,FC St. Pauli,2,0,H,fixturedownload
Bundesliga,Germany,D1,13/03/2026,19:30,M'gladbach,St Pauli,2,0,H,football-data
Belgian Pro League,Belgium,B1,13/03/2026,19:45,Gent,Waregem,2,0,H,football-data
Ligue 1,France,F1,13/03/2026,19:45,Marseille,Auxerre,1,0,H,football-data
Ligue 1,France,F1,13/03/2026,19:45,Olympique de Marseille,AJ Auxerre,1,0,H,fixturedownload
Serie A,Italy,I1,13/03/2026,19:45,Torino,Parma,4,1,H,football-data
La Liga,Spain,SP1,13/03/2026,20:00,Alaves,Villarreal,1,1,D,football-data
La Liga,Spain,SP1,13/03/2026,20:00,Deportivo Alavés,Villarreal CF,1,1,D,fixturedownload
Turkish Super Lig,Turkey,T1,14/03/2026,10:30,Kocaelispor,Konyaspor,1,2,A,football-data
La Liga,Spain,SP1,14/03/2026,13:00,Girona,Ath Bilbao,3,0,H,football-data
La Liga,Spain,SP1,14/03/2026,13:00,Girona FC,Athletic Club,3,0,H,fixturedownload
Serie A,Italy,I1,14/03/2026,14:00,Inter,Atalanta,1,1,D,football-data
Bundesliga,Germany,D1,14/03/2026,14:30,Bayer 04 Leverkusen,FC Bayern München,1,1,D,fixturedownload
Bundesliga,Germany,D1,14/03/2026,14:30,Borussia Dortmund,FC Augsburg,2,0,H,fixturedownload
Bundesliga,Germany,D1,14/03/2026,14:30,Dortmund,Augsburg,2,0,H,football-data
Bundesliga,Germany,D1,14/03/2026,14:30,Ein Frankfurt,Heidenheim,1,0,H,football-data
Bundesliga,Germany,D1,14/03/2026,14:30,Eintracht Frankfurt,1. FC Heidenheim 1846,1,0,H,fixturedownload
Bundesliga,Germany,D1,14/03/2026,14:30,Hoffenheim,Wolfsburg,1,1,D,football-data
Bundesliga,Germany,D1,14/03/2026,14:30,Leverkusen,Bayern Munich,1,1,D,football-data
Bundesliga,Germany,D1,14/03/2026,14:30,TSG Hoffenheim,VfL Wolfsburg,1,1,D,fixturedownload
Belgian Pro League,Belgium,B1,14/03/2026,15:00,Charleroi,Oud-Heverlee Leuven,0,2,A,football-data
Premier League,England,E0,14/03/2026,15:00,Burnley,Bournemouth,0,0,D,football-data
Premier League,England,E0,14/03/2026,15:00,Sunderland,Brighton,0,1,A,football-data
Scottish Premiership,Scotland,SC0,14/03/2026,15:00,Aberdeen,Falkirk,1,1,D,football-data
Scottish Premiership,Scotland,SC0,14/03/2026,15:00,Celtic,Motherwell,3,1,H,football-data
Scottish Premiership,Scotland,SC0,14/03/2026,15:00,Hibernian,Livingston,0,0,D,football-data
La Liga,Spain,SP1,14/03/2026,15:15,Ath Madrid,Getafe,1,0,H,football-data
La Liga,Spain,SP1,14/03/2026,15:15,Atlético de Madrid,Getafe CF,1,0,H,fixturedownload
Eredivisie,Netherlands,N1,14/03/2026,15:30,FC Volendam,Fortuna Sittard,,,,fixturedownload
Eredivisie,Netherlands,N1,14/03/2026,15:30,Volendam,For Sittard,1,2,A,football-data
Primeira Liga,Portugal,P1,14/03/2026,15:30,Guimaraes,Famalicao,1,2,A,football-data
Primeira Liga,Portugal,P1,14/03/2026,15:30,Vitória SC,FC Famalicão,1,2,A,fixturedownload
Ligue 1,France,F1,14/03/2026,16:00,FC Lorient,RC Lens,2,1,H,fixturedownload
Ligue 1,France,F1,14/03/2026,16:00,Lorient,Lens,2,1,H,football-data
Serie A,Italy,I1,14/03/2026,17:00,Napoli,Lecce,2,1,H,football-data
Turkish Super Lig,Turkey,T1,14/03/2026,17:00,Galatasaray,Buyuksehyr,3,0,H,football-data
Turkish Super Lig,Turkey,T1,14/03/2026,17:00,Goztep,Alanyaspor,2,2,D,football-data
Turkish Super Lig,Turkey,T1,14/03/2026,17:00,Trabzonspor,Rizespor,1,0,H,football-data
Belgian Pro League,Belgium,B1,14/03/2026,17:15,St. Gilloise,Dender,2,0,H,football-data
Bundesliga,Germany,D1,14/03/2026,17:30,Hamburg,FC Koln,1,1,D,football-data
Bundesliga,Germany,D1,14/03/2026,17:30,Hamburger SV,1. FC Köln,1,1,D,fixturedownload
La Liga,Spain,SP1,14/03/2026,17:30,Oviedo,Valencia,1,0,H,football-data
La Liga,Spain,SP1,14/03/2026,17:30,Real Oviedo,Valencia CF,1,0,H,fixturedownload
Premier League,England,E0,14/03/2026,17:30,Arsenal,Everton,2,0,H,football-data
Premier League,England,E0,14/03/2026,17:30,Chelsea,Newcastle,0,1,A,football-data
Eredivisie,Netherlands,N1,14/03/2026,17:45,PSV,N.E.C. Nijmegen,,,,fixturedownload
Eredivisie,Netherlands,N1,14/03/2026,17:45,PSV Eindhoven,Nijmegen,2,3,A,football-data
Ligue 1,France,F1,14/03/2026,18:00,Angers,Nice,0,2,A,football-data
Ligue 1,France,F1,14/03/2026,18:00,Angers SCO,OGC Nice,0,2,A,fixturedownload
Primeira Liga,Portugal,P1,14/03/2026,18:00,Gil Vicente,Alverca,2,2,D,football-data
Primeira Liga,Portugal,P1,14/03/2026,18:00,Gil Vicente FC,FC Alverca,2,2,D,fixturedownload
Eredivisie,Netherlands,N1,14/03/2026,19:00,Heerenveen,Telstar,3,0,H,football-data
Eredivisie,Netherlands,N1,14/03/2026,19:00,sc Heerenveen,Telstar,,,,fixturedownload
Belgian Pro League,Belgium,B1,14/03/2026,19:45,Westerlo,Club Brugge,1,2,A,football-data
Serie A,Italy,I1,14/03/2026,19:45,Udinese,Juventus,0,1,A,football-data
Eredivisie,Netherlands,N1,14/03/2026,20:00,Ajax,Sparta Rotterdam,4,0,H,football-data
La Liga,Spain,SP1,14/03/2026,20:00,Real Madrid,Elche,4,1,H,football-data
La Liga,Spain,SP1,14/03/2026,20:00,Real Madrid,Elche CF,4,1,H,fixturedownload
Premier League,England,E0,14/03/2026,20:00,West Ham,Man City,1,1,D,football-data
Scottish Premiership,Scotland,SC0,14/03/2026,20:00,Kilmarnock,Hearts,1,0,H,football-data
Ligue 1,France,F1,14/03/2026,20:05,AS Monaco,Stade Brestois 29,2,0,H,fixturedownload
Ligue 1,France,F1,14/03/2026,20:05,Monaco,Brest,2,0,H,football-data
Primeira Liga,Portugal,P1,14/03/2026,20:30,Arouca,Benfica,1,2,A,football-data
Primeira Liga,Portugal,P1,14/03/2026,20:30,FC Arouca,SL Benfica,1,2,A,fixturedownload
Ligue 1,France,F1,14/03/2026,23:00,Paris Saint-Germain,FC Nantes,,,,fixturedownload
Eredivisie,Netherlands,N1,15/03/2026,11:15,FC Twente,FC Utrecht,,,,fixturedownload
Eredivisie,Netherlands,N1,15/03/2026,11:15,Twente,Utrecht,0,2,A,football-data
Serie A,Italy,I1,15/03/2026,11:30,Hellas Verona,Genoa,0,2,A,fixturedownload
Serie A,Italy,I1,15/03/2026,11:30,Verona,Genoa,0,2,A,football-data
Scottish Premiership,Scotland,SC0,15/03/2026,12:00,St Mirren,Rangers,0,1,A,football-data
Belgian Pro League,Belgium,B1,15/03/2026,12:30,Genk,St Truiden,1,0,H,football-data
La Liga,Spain,SP1,15/03/2026,13:00,Mallorca,Espanol,2,1,H,football-data
La Liga,Spain,SP1,15/03/2026,13:00,RCD Mallorca,RCD Espanyol de Barcelona,2,1,H,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Antalyaspor,Gaziantep,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Fatih Karagümrük,Fenerbahçe,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Galatasaray,Istanbul Basaksehir,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Gençlerbirligi,Besiktas,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Göztepe,Alanyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Kasimpasa,Eyupspor,1,0,H,football-data
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Kasimpasa,Eyüpspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Kocaelispor,Konyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,15/03/2026,13:00,Trabzonspor,Çaykur Rizespor,,,,fixturedownload
Eredivisie,Netherlands,N1,15/03/2026,13:30,AZ,Heracles Almelo,,,,fixturedownload
Eredivisie,Netherlands,N1,15/03/2026,13:30,AZ Alkmaar,Heracles,4,0,H,football-data
Eredivisie,Netherlands,N1,15/03/2026,13:30,Feyenoord,Excelsior,2,1,H,football-data
Eredivisie,Netherlands,N1,15/03/2026,13:30,Feyenoord,Excelsior Rotterdam,,,,fixturedownload
Ligue 1,France,F1,15/03/2026,14:00,RC Strasbourg Alsace,Paris FC,0,0,D,fixturedownload
Ligue 1,France,F1,15/03/2026,14:00,Strasbourg,Paris FC,0,0,D,football-data
Premier League,England,E0,15/03/2026,14:00,Crystal Palace,Leeds,0,0,D,football-data
Premier League,England,E0,15/03/2026,14:00,Man United,Aston Villa,3,1,H,football-data
Premier League,England,E0,15/03/2026,14:00,Nott'm Forest,Fulham,0,0,D,football-data
Scottish Premiership,Scotland,SC0,15/03/2026,14:00,Dundee,Dundee United,2,2,D,football-data
Serie A,Italy,I1,15/03/2026,14:00,Pisa,Cagliari,3,1,H,football-data
Serie A,Italy,I1,15/03/2026,14:00,Sassuolo,Bologna,0,1,A,football-data
Bundesliga,Germany,D1,15/03/2026,14:30,SV Werder Bremen,1. FSV Mainz 05,0,2,A,fixturedownload
Bundesliga,Germany,D1,15/03/2026,14:30,Werder Bremen,Mainz,0,2,A,football-data
Belgian Pro League,Belgium,B1,15/03/2026,15:00,Antwerp,Standard,1,1,D,football-data
La Liga,Spain,SP1,15/03/2026,15:15,Barcelona,Sevilla,5,2,H,football-data
La Liga,Spain,SP1,15/03/2026,15:15,FC Barcelona,Sevilla FC,5,2,H,fixturedownload
Primeira Liga,Portugal,P1,15/03/2026,15:30,AFS,Santa Clara,0,1,A,fixturedownload
Primeira Liga,Portugal,P1,15/03/2026,15:30,AVS,Santa Clara,0,1,A,football-data
Primeira Liga,Portugal,P1,15/03/2026,15:30,CD Nacional,Estoril Praia,0,1,A,fixturedownload
Primeira Liga,Portugal,P1,15/03/2026,15:30,Nacional,Estoril,0,1,A,football-data
Primeira Liga,Portugal,P1,15/03/2026,15:30,Sporting CP,CD Tondela,,,,fixturedownload
Eredivisie,Netherlands,N1,15/03/2026,15:45,Go Ahead Eagles,NAC Breda,6,0,H,football-data
Ligue 1,France,F1,15/03/2026,16:15,FC Metz,Toulouse FC,3,4,A,fixturedownload
Ligue 1,France,F1,15/03/2026,16:15,Havre Athletic Club,Olympique Lyonnais,0,0,D,fixturedownload
Ligue 1,France,F1,15/03/2026,16:15,Le Havre,Lyon,0,0,D,football-data
Ligue 1,France,F1,15/03/2026,16:15,Metz,Toulouse,3,4,A,football-data
Bundesliga,Germany,D1,15/03/2026,16:30,Freiburg,Union Berlin,0,1,A,football-data
Bundesliga,Germany,D1,15/03/2026,16:30,Sport-Club Freiburg,1. FC Union Berlin,0,1,A,fixturedownload
Premier League,England,E0,15/03/2026,16:30,Liverpool,Tottenham,1,1,D,football-data
Serie A,Italy,I1,15/03/2026,17:00,Como,Roma,2,1,H,football-data
Turkish Super Lig,Turkey,T1,15/03/2026,17:00,Genclerbirligi,Besiktas,0,2,A,football-data
Turkish Super Lig,Turkey,T1,15/03/2026,17:00,Samsunspor,Kayserispor,2,1,H,football-data
Belgian Pro League,Belgium,B1,15/03/2026,17:30,Mechelen,Anderlecht,1,0,H,football-data
La Liga,Spain,SP1,15/03/2026,17:30,Betis,Celta,1,1,D,football-data
La Liga,Spain,SP1,15/03/2026,17:30,Real Betis,Celta,1,1,D,fixturedownload
Primeira Liga,Portugal,P1,15/03/2026,18:00,Rio Ave,Estrela,2,1,H,football-data
Primeira Liga,Portugal,P1,15/03/2026,18:00,Rio Ave FC,Estrela Amadora,2,1,H,fixturedownload
Belgian Pro League,Belgium,B1,15/03/2026,18:15,Cercle Brugge,RAAL La Louviere,1,3,A,football-data
Bundesliga,Germany,D1,15/03/2026,18:30,Stuttgart,RB Leipzig,1,0,H,football-data
Bundesliga,Germany,D1,15/03/2026,18:30,VfB Stuttgart,RB Leipzig,1,0,H,fixturedownload
Ligue 1,France,F1,15/03/2026,19:45,Rennes,Lille,1,2,A,football-data
Ligue 1,France,F1,15/03/2026,19:45,Stade Rennais FC,LOSC Lille,1,2,A,fixturedownload
Serie A,Italy,I1,15/03/2026,19:45,Lazio,Milan,1,0,H,football-data
La Liga,Spain,SP1,15/03/2026,20:00,Real Sociedad,CA Osasuna,3,1,H,fixturedownload
La Liga,Spain,SP1,15/03/2026,20:00,Sociedad,Osasuna,3,1,H,football-data
Primeira Liga,Portugal,P1,15/03/2026,20:30,FC Porto,Moreirense FC,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,15/03/2026,20:30,Porto,Moreirense,3,0,H,football-data
Serie A,Italy,I1,16/03/2026,19:45,Cremonese,Fiorentina,1,4,A,football-data
La Liga,Spain,SP1,16/03/2026,20:00,Rayo Vallecano,Levante UD,1,1,D,fixturedownload
La Liga,Spain,SP1,16/03/2026,20:00,Vallecano,Levante,1,1,D,football-data
Premier League,England,E0,16/03/2026,20:00,Brentford,Wolves,2,2,D,football-data
Turkish Super Lig,Turkey,T1,17/03/2026,17:00,Fenerbahce,Gaziantep,4,1,H,football-data
UEFA Champions League,Europe,UCL,17/03/2026,17:45,Sporting CP,Bodø/Glimt,5,0,H,fixturedownload
UEFA Champions League,Europe,UCL,17/03/2026,20:00,Arsenal,Leverkusen,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,17/03/2026,20:00,Chelsea,Paris,0,3,A,fixturedownload
UEFA Champions League,Europe,UCL,17/03/2026,20:00,Man City,Real Madrid,1,2,A,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Alanyaspor,Kocaelispor,5,0,H,football-data
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Besiktas,Kasimpasa,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Eyüpspor,Trabzonspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Fenerbahçe,Gaziantep,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Göztepe,Galatasaray,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Istanbul Basaksehir,Antalyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Kayserispor,Fatih Karagümrük,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Konyaspor,Gençlerbirligi,,,,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,13:00,Çaykur Rizespor,Samsunspor,,,,fixturedownload
UEFA Europa League,Europe,UEL,18/03/2026,15:30,Braga,Ferencváros,4,0,H,fixturedownload
Turkish Super Lig,Turkey,T1,18/03/2026,17:00,Buyuksehyr,Antalyaspor,0,0,D,football-data
Turkish Super Lig,Turkey,T1,18/03/2026,17:00,Eyupspor,Trabzonspor,0,1,A,football-data
UEFA Champions League,Europe,UCL,18/03/2026,17:45,Barcelona,Newcastle,7,2,H,fixturedownload
UEFA Champions League,Europe,UCL,18/03/2026,20:00,Bayern München,Atalanta,4,1,H,fixturedownload
UEFA Champions League,Europe,UCL,18/03/2026,20:00,Liverpool,Galatasaray,4,0,H,fixturedownload
UEFA Champions League,Europe,UCL,18/03/2026,20:00,Tottenham,Atleti,3,2,H,fixturedownload
Turkish Super Lig,Turkey,T1,19/03/2026,13:00,Kayserispor,Karagumruk,1,0,H,football-data
Turkish Super Lig,Turkey,T1,19/03/2026,17:00,Besiktas,Kasimpasa,2,1,H,football-data
Turkish Super Lig,Turkey,T1,19/03/2026,17:00,Konyaspor,Genclerbirligi,1,0,H,football-data
UEFA Europa League,Europe,UEL,19/03/2026,17:45,Freiburg,Genk,5,1,H,fixturedownload
UEFA Europa League,Europe,UEL,19/03/2026,17:45,Lyon,Celta,0,2,A,fixturedownload
UEFA Europa League,Europe,UEL,19/03/2026,17:45,Midtjylland,Nott'm Forest,1,2,A,fixturedownload
UEFA Europa League,Europe,UEL,19/03/2026,20:00,Aston Villa,Lille,2,0,H,fixturedownload
UEFA Europa League,Europe,UEL,19/03/2026,20:00,Porto,Stuttgart,2,0,H,fixturedownload
UEFA Europa League,Europe,UEL,19/03/2026,20:00,Real Betis,Panathinaikos,4,0,H,fixturedownload
UEFA Europa League,Europe,UEL,19/03/2026,20:00,Roma,Bologna,3,4,A,fixturedownload
Serie A,Italy,I1,20/03/2026,17:30,Cagliari,Napoli,0,1,A,football-data
Eredivisie,Netherlands,N1,20/03/2026,19:00,Heracles,Excelsior,1,1,D,football-data
Eredivisie,Netherlands,N1,20/03/2026,19:00,Heracles Almelo,Excelsior Rotterdam,,,,fixturedownload
Bundesliga,Germany,D1,20/03/2026,19:30,RB Leipzig,Hoffenheim,5,0,H,football-data
Bundesliga,Germany,D1,20/03/2026,19:30,RB Leipzig,TSG Hoffenheim,5,0,H,fixturedownload
Ligue 1,France,F1,20/03/2026,19:45,Lens,Angers,5,1,H,football-data
Ligue 1,France,F1,20/03/2026,19:45,RC Lens,Angers SCO,5,1,H,fixturedownload
Serie A,Italy,I1,20/03/2026,19:45,Genoa,Udinese,0,2,A,football-data
La Liga,Spain,SP1,20/03/2026,20:00,Villarreal,Sociedad,3,1,H,football-data
La Liga,Spain,SP1,20/03/2026,20:00,Villarreal CF,Real Sociedad,3,1,H,fixturedownload
Premier League,England,E0,20/03/2026,20:00,Bournemouth,Man United,2,2,D,football-data
Primeira Liga,Portugal,P1,20/03/2026,20:15,Estrela,Casa Pia,4,0,H,football-data
Primeira Liga,Portugal,P1,20/03/2026,20:15,Estrela Amadora,Casa Pia AC,4,0,H,fixturedownload
Premier League,England,E0,21/03/2026,12:30,Brighton,Liverpool,2,1,H,football-data
La Liga,Spain,SP1,21/03/2026,13:00,Elche,Mallorca,2,1,H,football-data
La Liga,Spain,SP1,21/03/2026,13:00,Elche CF,RCD Mallorca,2,1,H,fixturedownload
Serie A,Italy,I1,21/03/2026,14:00,Parma,Cremonese,0,2,A,football-data
Bundesliga,Germany,D1,21/03/2026,14:30,1. FC Heidenheim 1846,Bayer 04 Leverkusen,3,3,D,fixturedownload
Bundesliga,Germany,D1,21/03/2026,14:30,1. FC Köln,Borussia Mönchengladbach,3,3,D,fixturedownload
Bundesliga,Germany,D1,21/03/2026,14:30,Bayern Munich,Union Berlin,4,0,H,football-data
Bundesliga,Germany,D1,21/03/2026,14:30,FC Bayern München,1. FC Union Berlin,4,0,H,fixturedownload
Bundesliga,Germany,D1,21/03/2026,14:30,FC Koln,M'gladbach,3,3,D,football-data
Bundesliga,Germany,D1,21/03/2026,14:30,Heidenheim,Leverkusen,3,3,D,football-data
Bundesliga,Germany,D1,21/03/2026,14:30,VfL Wolfsburg,SV Werder Bremen,0,1,A,fixturedownload
Bundesliga,Germany,D1,21/03/2026,14:30,Wolfsburg,Werder Bremen,0,1,A,football-data
Premier League,England,E0,21/03/2026,15:00,Fulham,Burnley,3,1,H,football-data
Premier League,England,E0,21/03/2026,15:00,Man City,Crystal Palace,,,,fixturedownload
Scottish Premiership,Scotland,SC0,21/03/2026,15:00,Falkirk,St Mirren,1,2,A,football-data
Scottish Premiership,Scotland,SC0,21/03/2026,15:00,Hearts,Dundee,1,0,H,football-data
Scottish Premiership,Scotland,SC0,21/03/2026,15:00,Kilmarnock,Livingston,2,0,H,football-data
Scottish Premiership,Scotland,SC0,21/03/2026,15:00,Motherwell,Hibernian,0,0,D,football-data
La Liga,Spain,SP1,21/03/2026,15:15,Espanol,Getafe,1,2,A,football-data
La Liga,Spain,SP1,21/03/2026,15:15,RCD Espanyol de Barcelona,Getafe CF,1,2,A,fixturedownload
Eredivisie,Netherlands,N1,21/03/2026,15:30,For Sittard,Twente,1,2,A,football-data
Eredivisie,Netherlands,N1,21/03/2026,15:30,Fortuna Sittard,FC Twente,,,,fixturedownload
Primeira Liga,Portugal,P1,21/03/2026,15:30,FC Famalicão,CD Nacional,1,0,H,fixturedownload
Primeira Liga,Portugal,P1,21/03/2026,15:30,Famalicao,Nacional,1,0,H,football-data
Primeira Liga,Portugal,P1,21/03/2026,15:30,Moreirense,Arouca,0,1,A,football-data
Primeira Liga,Portugal,P1,21/03/2026,15:30,Moreirense FC,FC Arouca,0,1,A,fixturedownload
Ligue 1,France,F1,21/03/2026,16:00,Toulouse,Lorient,1,0,H,football-data
Ligue 1,France,F1,21/03/2026,16:00,Toulouse FC,FC Lorient,1,0,H,fixturedownload
Serie A,Italy,I1,21/03/2026,17:00,Milan,Torino,3,2,H,football-data
Bundesliga,Germany,D1,21/03/2026,17:30,Borussia Dortmund,Hamburger SV,3,2,H,fixturedownload
Bundesliga,Germany,D1,21/03/2026,17:30,Dortmund,Hamburg,3,2,H,football-data
La Liga,Spain,SP1,21/03/2026,17:30,CA Osasuna,Girona FC,1,0,H,fixturedownload
La Liga,Spain,SP1,21/03/2026,17:30,Levante,Oviedo,4,2,H,football-data
La Liga,Spain,SP1,21/03/2026,17:30,Levante UD,Real Oviedo,4,2,H,fixturedownload
La Liga,Spain,SP1,21/03/2026,17:30,Osasuna,Girona,1,0,H,football-data
Premier League,England,E0,21/03/2026,17:30,Everton,Chelsea,3,0,H,football-data
Eredivisie,Netherlands,N1,21/03/2026,17:45,Sparta Rotterdam,Volendam,2,0,H,football-data
Eredivisie,Netherlands,N1,21/03/2026,17:45,Sparta Rotterdam,FC Volendam,,,,fixturedownload
Scottish Premiership,Scotland,SC0,21/03/2026,17:45,Rangers,Aberdeen,4,1,H,football-data
Ligue 1,France,F1,21/03/2026,18:00,AJ Auxerre,Stade Brestois 29,3,0,H,fixturedownload
Ligue 1,France,F1,21/03/2026,18:00,Auxerre,Brest,3,0,H,football-data
Primeira Liga,Portugal,P1,21/03/2026,18:00,Benfica,Guimaraes,3,0,H,football-data
Primeira Liga,Portugal,P1,21/03/2026,18:00,SL Benfica,Vitória SC,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,21/03/2026,18:00,Santa Clara,Gil Vicente,1,0,H,football-data
Primeira Liga,Portugal,P1,21/03/2026,18:00,Santa Clara,Gil Vicente FC,1,0,H,fixturedownload
Serie A,Italy,I1,21/03/2026,19:45,Juventus,Sassuolo,1,1,D,football-data
Eredivisie,Netherlands,N1,21/03/2026,20:00,PEC Zwolle,NAC Breda,,,,fixturedownload
Eredivisie,Netherlands,N1,21/03/2026,20:00,Zwolle,NAC Breda,2,1,H,football-data
La Liga,Spain,SP1,21/03/2026,20:00,Sevilla,Valencia,0,2,A,football-data
La Liga,Spain,SP1,21/03/2026,20:00,Sevilla FC,Valencia CF,0,2,A,fixturedownload
Premier League,England,E0,21/03/2026,20:00,Leeds,Brentford,0,0,D,football-data
Ligue 1,France,F1,21/03/2026,20:05,Nice,Paris SG,0,4,A,football-data
Ligue 1,France,F1,21/03/2026,20:05,OGC Nice,Paris Saint-Germain,0,4,A,fixturedownload
Primeira Liga,Portugal,P1,21/03/2026,20:30,CD Tondela,AFS,0,0,D,fixturedownload
Primeira Liga,Portugal,P1,21/03/2026,20:30,Tondela,AVS,0,0,D,football-data
Eredivisie,Netherlands,N1,22/03/2026,11:15,N.E.C. Nijmegen,sc Heerenveen,,,,fixturedownload
Eredivisie,Netherlands,N1,22/03/2026,11:15,Nijmegen,Heerenveen,2,2,D,football-data
Serie A,Italy,I1,22/03/2026,11:30,Como,Pisa,5,0,H,football-data
Premier League,England,E0,22/03/2026,12:00,Newcastle,Sunderland,1,2,A,football-data
Scottish Premiership,Scotland,SC0,22/03/2026,12:30,Dundee United,Celtic,2,0,H,football-data
La Liga,Spain,SP1,22/03/2026,13:00,Barcelona,Vallecano,1,0,H,football-data
La Liga,Spain,SP1,22/03/2026,13:00,FC Barcelona,Rayo Vallecano,1,0,H,fixturedownload
Eredivisie,Netherlands,N1,22/03/2026,13:30,FC Utrecht,Go Ahead Eagles,,,,fixturedownload
Eredivisie,Netherlands,N1,22/03/2026,13:30,Feyenoord,Ajax,1,1,D,football-data
Eredivisie,Netherlands,N1,22/03/2026,13:30,Utrecht,Go Ahead Eagles,2,0,H,football-data
Ligue 1,France,F1,22/03/2026,14:00,Lyon,Monaco,1,2,A,football-data
Ligue 1,France,F1,22/03/2026,14:00,Olympique Lyonnais,AS Monaco,1,2,A,fixturedownload
Serie A,Italy,I1,22/03/2026,14:00,Atalanta,Verona,1,0,H,football-data
Serie A,Italy,I1,22/03/2026,14:00,Atalanta,Hellas Verona,1,0,H,fixturedownload
Serie A,Italy,I1,22/03/2026,14:00,Bologna,Lazio,0,2,A,football-data
Premier League,England,E0,22/03/2026,14:15,Aston Villa,West Ham,2,0,H,football-data
Premier League,England,E0,22/03/2026,14:15,Tottenham,Nott'm Forest,0,3,A,football-data
Bundesliga,Germany,D1,22/03/2026,14:30,1. FSV Mainz 05,Eintracht Frankfurt,2,1,H,fixturedownload
Bundesliga,Germany,D1,22/03/2026,14:30,Mainz,Ein Frankfurt,2,1,H,football-data
La Liga,Spain,SP1,22/03/2026,15:15,Celta,Alaves,3,4,A,football-data
La Liga,Spain,SP1,22/03/2026,15:15,Celta,Deportivo Alavés,3,4,A,fixturedownload
Primeira Liga,Portugal,P1,22/03/2026,15:30,Estoril,Rio Ave,1,2,A,football-data
Primeira Liga,Portugal,P1,22/03/2026,15:30,Estoril Praia,Rio Ave FC,1,2,A,fixturedownload
Eredivisie,Netherlands,N1,22/03/2026,15:45,FC Groningen,AZ,,,,fixturedownload
Eredivisie,Netherlands,N1,22/03/2026,15:45,Groningen,AZ Alkmaar,3,0,H,football-data
Eredivisie,Netherlands,N1,22/03/2026,15:45,Telstar,PSV Eindhoven,3,1,H,football-data
Ligue 1,France,F1,22/03/2026,16:15,Marseille,Lille,1,2,A,football-data
Ligue 1,France,F1,22/03/2026,16:15,Olympique de Marseille,LOSC Lille,1,2,A,fixturedownload
Ligue 1,France,F1,22/03/2026,16:15,Paris FC,Le Havre,3,2,H,football-data
Ligue 1,France,F1,22/03/2026,16:15,Paris FC,Havre Athletic Club,3,2,H,fixturedownload
Ligue 1,France,F1,22/03/2026,16:15,Rennes,Metz,0,0,D,football-data
Ligue 1,France,F1,22/03/2026,16:15,Stade Rennais FC,FC Metz,0,0,D,fixturedownload
Bundesliga,Germany,D1,22/03/2026,16:30,FC St. Pauli,Sport-Club Freiburg,1,2,A,fixturedownload
Bundesliga,Germany,D1,22/03/2026,16:30,St Pauli,Freiburg,1,2,A,football-data
Serie A,Italy,I1,22/03/2026,17:00,Roma,Lecce,1,0,H,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,Anderlecht,Cercle Brugge,2,3,A,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,Club Brugge,Mechelen,4,1,H,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,Dender,Gent,1,3,A,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,Oud-Heverlee Leuven,Antwerp,1,0,H,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,RAAL La Louviere,Genk,5,5,D,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,St Truiden,St. Gilloise,1,3,A,football-data
